id,date,from_currency,to_currency,rate
USDCAD20250514,2025-05-14,USD,CAD,1.398151
USDCAD20250515,2025-05-15,USD,CAD,1.395545
USDCAD20250516,2025-05-16,USD,CAD,1.39705
USDCAD20250517,2025-05-17,USD,CAD,1.39705
USDCAD20250518,2025-05-18,USD,CAD,1.395385
USDCAD20250519,2025-05-19,USD,CAD,1.395755
USDCAD20250520,2025-05-20,USD,CAD,1.391011
USDCAD20250521,2025-05-21,USD,CAD,1.386215
USDCAD20250522,2025-05-22,USD,CAD,1.385885
USDCAD20250523,2025-05-23,USD,CAD,1.37365
USDCAD20250524,2025-05-24,USD,CAD,1.37365
USDCAD20250525,2025-05-25,USD,CAD,1.373795
USDCAD20250526,2025-05-26,USD,CAD,1.373665
USDCAD20250527,2025-05-27,USD,CAD,1.381075
USDCAD20250528,2025-05-28,USD,CAD,1.385245
USDCAD20250529,2025-05-29,USD,CAD,1.380655
USDCAD20250530,2025-05-30,USD,CAD,1.37415
USDCAD20250531,2025-05-31,USD,CAD,1.37415
USDCAD20250601,2025-06-01,USD,CAD,1.372715
USDCAD20250602,2025-06-02,USD,CAD,1.371175
USDCAD20250603,2025-06-03,USD,CAD,1.37175
USDCAD20250604,2025-06-04,USD,CAD,1.368005
USDCAD20250605,2025-06-05,USD,CAD,1.366775
USDCAD20250606,2025-06-06,USD,CAD,1.36965
USDCAD20250607,2025-06-07,USD,CAD,1.36955
USDCAD20250608,2025-06-08,USD,CAD,1.369165
USDCAD20250609,2025-06-09,USD,CAD,1.369965
USDCAD20250610,2025-06-10,USD,CAD,1.36695
USDCAD20250611,2025-06-11,USD,CAD,1.366675
USDCAD20250612,2025-06-12,USD,CAD,1.359735
USDCAD20250613,2025-06-13,USD,CAD,1.35865
USDCAD20250614,2025-06-14,USD,CAD,1.35865
USDCAD20250615,2025-06-15,USD,CAD,1.35865
USDCAD20250616,2025-06-16,USD,CAD,1.357565
USDCAD20250617,2025-06-17,USD,CAD,1.36842
USDCAD20250618,2025-06-18,USD,CAD,1.369665
USDCAD20250619,2025-06-19,USD,CAD,1.36965
USDCAD20250620,2025-06-20,USD,CAD,1.37315
USDCAD20250621,2025-06-21,USD,CAD,1.37265
USDCAD20250622,2025-06-22,USD,CAD,1.374025
USDCAD20250623,2025-06-23,USD,CAD,1.37295
USDCAD20250624,2025-06-24,USD,CAD,1.372779
USDCAD20250625,2025-06-25,USD,CAD,1.37126
USDCAD20250626,2025-06-26,USD,CAD,1.36437
USDCAD20250627,2025-06-27,USD,CAD,1.37095
USDCAD20250628,2025-06-28,USD,CAD,1.37105
USDCAD20250629,2025-06-29,USD,CAD,1.368245
USDCAD20250630,2025-06-30,USD,CAD,1.360625
USDCAD20250701,2025-07-01,USD,CAD,1.364501
USDCAD20250702,2025-07-02,USD,CAD,1.358825
USDCAD20250703,2025-07-03,USD,CAD,1.357435
USDCAD20250704,2025-07-04,USD,CAD,1.36105
USDCAD20250705,2025-07-05,USD,CAD,1.36095
USDCAD20250706,2025-07-06,USD,CAD,1.360415
USDCAD20250707,2025-07-07,USD,CAD,1.366625
USDCAD20250708,2025-07-08,USD,CAD,1.366925
USDCAD20250709,2025-07-09,USD,CAD,1.36865
USDCAD20250710,2025-07-10,USD,CAD,1.365705
USDCAD20250711,2025-07-11,USD,CAD,1.36995
USDCAD20250712,2025-07-12,USD,CAD,1.36975
USDCAD20250713,2025-07-13,USD,CAD,1.36865
USDCAD20250714,2025-07-14,USD,CAD,1.370565
USDCAD20250715,2025-07-15,USD,CAD,1.371735
USDCAD20250716,2025-07-16,USD,CAD,1.368995
USDCAD20250717,2025-07-17,USD,CAD,1.373705
USDCAD20250718,2025-07-18,USD,CAD,1.37335
USDCAD20250719,2025-07-19,USD,CAD,1.37325
USDCAD20250720,2025-07-20,USD,CAD,1.372475
USDCAD20250721,2025-07-21,USD,CAD,1.367655
USDCAD20250722,2025-07-22,USD,CAD,1.360495
USDCAD20250723,2025-07-23,USD,CAD,1.360255
USDCAD20250724,2025-07-24,USD,CAD,1.364165
USDCAD20250725,2025-07-25,USD,CAD,1.36945
USDCAD20250726,2025-07-26,USD,CAD,1.36945
USDCAD20250727,2025-07-27,USD,CAD,1.37027
USDCAD20250728,2025-07-28,USD,CAD,1.373535
